iter	Logloss
0	0.5631861355
1	0.4603043654
2	0.3774649331
3	0.3168271175
4	0.26176964
5	0.2206194778
6	0.1947736259
7	0.1695851785
8	0.1507598797
9	0.1345697167
10	0.1208303031
11	0.1096516419
12	0.1033747709
13	0.09736214425
14	0.09112291413
15	0.08613640411
16	0.08194443174
17	0.0794483531
18	0.07646606373
19	0.0741293276
20	0.07180377998
21	0.07009181785
22	0.0686091026
23	0.06664829545
24	0.06523351312
25	0.06361713735
26	0.06263445511
27	0.06196086713
28	0.06081376225
29	0.059856685
30	0.05894043498
31	0.05815127155
32	0.05748142095
33	0.05693177777
34	0.05632798872
35	0.05568304658
36	0.0550156322
37	0.05440000017
38	0.05372345918
39	0.05309197106
40	0.05259599281
41	0.05211913504
42	0.05170713364
43	0.05103497814
44	0.05036178258
45	0.05003812696
46	0.04972534223
47	0.04928411224
48	0.04879213901
49	0.04814095627
50	0.04762023945
51	0.04693114251
52	0.04644966936
53	0.0458630205
54	0.04541851059
55	0.04519124112
56	0.04492113218
57	0.04451468036
58	0.04418890554
59	0.04385487968
60	0.04355494088
61	0.04336647957
62	0.04294880575
63	0.04242484621
64	0.04215373551
65	0.04186561593
66	0.04157270517
67	0.04122526318
68	0.04088458235
69	0.04066398717
70	0.04037196096
71	0.04000975079
72	0.03970953917
73	0.03954347769
74	0.03910205273
75	0.03884053427
76	0.03858273857
77	0.03825327371
78	0.03779235322
79	0.03756303807
80	0.03735075657
81	0.03705416694
82	0.03681139604
83	0.0364669685
84	0.03625252416
85	0.03606445923
86	0.03580615148
87	0.03562890408
88	0.03543083998
89	0.03512783163
90	0.03499189914
91	0.03475201342
92	0.03461286849
93	0.03446925102
94	0.03432784092
95	0.03418502668
96	0.03406059349
97	0.0338695019
98	0.0335977444
99	0.03336849026
100	0.03310701922
101	0.0329906068
102	0.03276353488
103	0.03256255474
104	0.03236592068
105	0.03204283506
106	0.03180437042
107	0.03165181458
108	0.03154784034
109	0.03145793618
110	0.03136500956
111	0.03116836857
112	0.03091291674
113	0.03068663855
114	0.03053279031
115	0.03029524598
116	0.03007605904
117	0.02974278502
118	0.02957400433
119	0.02950847974
120	0.02926472265
121	0.02918273467
122	0.02897136194
123	0.02885981919
124	0.02872950684
125	0.02857911957
126	0.02840204559
127	0.02820968145
128	0.02805963722
129	0.02796935412
130	0.02781538088
131	0.02768552064
132	0.02755159785
133	0.02735925938
134	0.02720619558
135	0.02708593672
136	0.02702869529
137	0.02696124567
138	0.02687585848
139	0.02676114162
140	0.02660227617
141	0.02651014955
142	0.02642482834
143	0.02632641896
144	0.02619559488
145	0.02604132358
146	0.02595578338
147	0.0258107737
148	0.02563799819
149	0.02544977606
150	0.02524120515
151	0.02511586483
152	0.02504456913
153	0.02493539375
154	0.02475254858
155	0.02463370411
156	0.02457917831
157	0.02446003703
158	0.02430114066
159	0.02417541564
160	0.02407955202
161	0.02401090608
162	0.02385920705
163	0.02371067033
164	0.02361735982
165	0.02347377927
166	0.02339821779
167	0.02328229389
168	0.02314492467
169	0.02311289725
170	0.0229394619
171	0.02288988401
172	0.02274416217
173	0.02262048335
174	0.02251932792
175	0.02238755686
176	0.02227867802
177	0.02212517943
178	0.02197932948
179	0.02187107045
180	0.02166671083
181	0.02160789259
182	0.02151015169
183	0.02134838525
184	0.02121399024
185	0.02112236717
186	0.02094936369
187	0.02085385899
188	0.02077254744
189	0.02068227576
190	0.02060939807
191	0.02046437729
192	0.02023382783
193	0.02014586317
194	0.02005866941
195	0.019982279
196	0.01989163577
197	0.01984412438
198	0.01975137015
199	0.01967744526
